name,type_dish,time_eat,ingredients,recipe_steps,recipe_link,name_ingredients
Равіолі з лисичками,Друга страва,В будь-який час,"['борошно: 250гр.', 'яйце куряче: 5шт.', 'олія оливкова: 20мл.', 'лисички: 150гр.', 'цибуля: 1шт.', 'сир рікотта: 75гр.', 'сир пармезан: 30гр.', 'масло вершкове: 20гр.', 'сіль: 4гр.', 'чорний перець: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nУ 4 яєць відділіть жовтки та змішайте з 1 цілим яйцем. У чаші міксера змішайте борошно з яйцями, оливковою олією та дрібкою солі. Замісіть круте тісто, скачайте його в кулю та залишіть на 30 хв.', 'Крок #2\\\\\\\\\\\\\\\\nЛисички помийте та наріжте. Цибулю наріжте на дрібні кубики. Посмажте цибулю у вершковому маслі, додайте лисички і смажте ще 7-10 хв на середньому вогні. Поперчіть за смаком. Дайте охолонути. Змішайте гриби з рікоттою та тертим пармезаном.', 'Крок #3\\\\\\\\\\\\\\\\nЗручніше використовувати форму для равіолі. Тісто розкачайте у 2 тонкі пласти. У форму викладіть шар тіста, потім розкладіть начинку, змастіть краї тіста водою чи жовтком і накрийте другою половиною тіста. Виріжте равіолі.', 'Крок #4\\\\\\\\\\\\\\\\nЯкщо немає підходящого обладнання та часу можна купити готову основу для равіолі.', 'Крок #5\\\\\\\\\\\\\\\\nВаріть равіолі у киплячій підсоленій воді 3-4 хв.']",https://harchi.info/recipe/ravioli-z-lysychkamy-8193,"['борошно', 'яйце куряче', 'олія оливкова', 'лисички', 'цибуля', 'сир рікотта', 'сир пармезан', 'масло вершкове', 'сіль', 'чорний перець']"
Салат з лисичками та телятиною,Салат,В будь-який час,"['вирізка теляча: 100гр.', 'лисички смажені: 60гр.', 'помідор черрі: 4шт.', 'яйце куряче: 1шт.', 'міні-шпинат: 30гр.', 'трюфельний соус: 25гр.', 'трюфельна паста: 1ст. л.', 'соус деміглас: 50мл.', 'бульйон грибний: 100мл.', 'домашній майонез: 50гр.', 'гірчиця діжонська: 10гр.', 'олія трюфельна: 5гр.']","['Крок #1\\\\\\\\\\\\\\\\nДля приготування трюфельного соусу домашній майонез, діжонську гірчицю та трюфельну олію перемішайте вінчиком до однорідної консистенції.', 'Крок #2\\\\\\\\\\\\\\\\nТелячу вирізку наріжте на 3 медальйони, посмажте з обох боків у пательні з додаванням вершкового масла та оливкової олії. Додайте смажені лисички та трохи грибного бульйону. Потім додайте соус деміглас, трюфельну пасту і готуйте до консистенції соусу.', 'Крок #3\\\\\\\\\\\\\\\\nВикладіть на тарілку, зверху додайте шпинат, заправлений трюфельний соусом, і яйце пашот.', 'Крок #4\\\\\\\\\\\\\\\\nДля приготування яйця пашот у киплячу підсолену воду додайте трохи оцту, лоджкою акуратно зробіть воронку, помішуючи за годинниковою стрілкою, у неї розбийте яйце та ложкою сформуйте мішечок. Готуйте 3 хв на слабкому вогні.']",https://harchi.info/recipe/salat-z-lysychkamy-ta-telyatynoyu-8192,"['вирізка теляча', 'лисички смажені', 'помідор черрі', 'яйце куряче', 'міні-шпинат', 'трюфельний соус', 'трюфельна паста', 'соус деміглас', 'бульйон грибний', 'домашній майонез', 'гірчиця діжонська', 'олія трюфельна']"
Хумус з лисичками,Закуска/Снек,В будь-який час,"['консервований нут: 220гр.', 'лисички: 200гр.', 'тахіні: 60гр.', 'часник: 5гр.', 'олія оливкова: 30мл.', 'сік лимонний: 15мл.', 'зіра мелена: 4гр.', 'коріандр мелений: 3гр.', 'сіль: 3гр.', 'паприка: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nЛисички помийте, почистіть та зваріть у киплячій воді протягом 10 хв. Відкиньте на друшляк.', 'Крок #2\\\\\\\\\\\\\\\\nУ чаші блендера перебийте консервований нут, часник, пасту тахіні, оливкову олію, лимонний сік, усі спеції та сіль.', 'Крок #3\\\\\\\\\\\\\\\\nДодайте лисички та продовжуйте збивати, додаючи рідину від консервованого нуту. Доведіть хумус до потрібної консистенції та перекладіть у посуд для подачі.', 'Крок #4\\\\\\\\\\\\\\\\nМожна доповнити хумус крекерами, хлібцями або овочевими паличками.']",https://harchi.info/recipe/humus-z-lysychkamy-8191,"['консервований нут', 'лисички', 'тахіні', 'часник', 'олія оливкова', 'сік лимонний', 'зіра мелена', 'коріандр мелений', 'сіль', 'паприка']"
Паста з лисичками,Друга страва,В будь-який час,"['страчателла: 50гр.', 'бульйон грибний: 100мл.', 'вершки рідкі: 50мл.', 'часник зубчики: 1шт.', 'чебрець гілочки: 1шт.', 'чорний перець: 4гр.', 'сіль: 8гр.', 'масло вершкове: 30гр.', 'цибуля порей: 25гр.', 'лисички: 50гр.', 'борошно нульового помелу: 250гр.', 'борошно семола: 50гр.', 'жовток курячий: 9шт.', 'яйце куряче: 1шт.', 'олія оливкова: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nДля приготування тіста змішайте борошно, семолу, курячі жовтки та яйце, оливкову олію та дрібку солі за допомогою міксера чи вручну. Потім вимішуйте руками 5-7 хвилин до еластичності, після чого поставте у холодильник на 1 год. Доведіть тісто до потрібної товщини, наріжте будь-якою зручною формою. Свіжу пасту варіть 1 хв.', 'Крок #2\\\\\\\\\\\\\\\\nЯкщо часу або підходящого обладнання немає, пасту можна замінити на готову.', 'Крок #3\\\\\\\\\\\\\\\\nУ пательні посмажте подрібнений часник, цибулю-порей і гриби з чебрецем у вершковому маслі. Додайте грибний бульйон, випаруйте до половини і додайте вершки. Додайте спеції за смаком і викладіть у соус варену пасту. Вимішуйте пару хвилин до бажаної консистенції.', 'Крок #4\\\\\\\\\\\\\\\\nГотову страву викладіть на тарілку, прикрасьте петрушкою та оливковою олією. До пасти додайте вершковий сир страчателла.']",https://harchi.info/recipe/pasta-z-lysychkamy-8190,"['страчателла', 'бульйон грибний', 'вершки рідкі', 'часник зубчики', 'чебрець гілочки', 'чорний перець', 'сіль', 'масло вершкове', 'цибуля порей', 'лисички', 'борошно нульового помелу', 'борошно семола', 'жовток курячий', 'яйце куряче', 'олія оливкова']"
Абрикосово-кокосове печиво без цукру,Випічка,В будь-який час,"['батат печений: 105гр.', 'олія кокосова: 75гр.', 'пластівці вівсяні: 160гр.', 'борошно рисове: 140гр.', 'сода: 5гр.', 'рисовий сироп: 100гр.', 'тертий кокос: 20гр.', 'курага: 80гр.']","['Крок #1\\\\\\\\\\\\\\\\nЗмішайте у мисці всі інгредієнти до однорідної консистенції.', 'Крок #2\\\\\\\\\\\\\\\\nЗ отриманого тіста зробіть кульки вагою приблизно 40 г і викладіть їх на деко, застелене пергаментним папером.', 'Крок #3\\\\\\\\\\\\\\\\nПриплюсніть кульки, щоб сформувати кругле печиво.', 'Крок #4\\\\\\\\\\\\\\\\nВипікайте у розігрітій до 160 градусів духовці близько 20 хв.', 'Крок #5\\\\\\\\\\\\\\\\nГотову випічку посипте невеликою кількістю тертого кокосу, вимкніть вогонь та поставте печиво назад у духовку на 10 хв.']",https://harchi.info/recipe/abrykosovo-kokosove-pechyvo-bez-cukru-8199,"['батат печений', 'олія кокосова', 'пластівці вівсяні', 'борошно рисове', 'сода', 'рисовий сироп', 'тертий кокос', 'курага']"
Запечена паста з фетою,Друга страва,В будь-який час,"['помідори коктейльні: 500гр.', 'сир фета: 250гр.', 'макарони твердих сортів: 200гр.', 'часник зубчики: 3шт.', 'перець чилі: 1шт.', 'олія оливкова холодного віджиму: 40мл.', 'сіль: 4гр.', 'чорний перець: 4гр.', 'базилік: 20гр.']","['Крок #1\\\\\\\\\\\\\\\\nРозігрійте духовку до 200 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nВикладіть фету в середину форми для запікання. Помідори помийте та просушіть. Викладіть у форму навколо фети. На помідори викладіть нарізані або чавлені зубчики часнику. Посипте помідори подрібненим перцем чилі (обов’язково видаліть все насіння з перцю).', 'Крок #3\\\\\\\\\\\\\\\\nПолийте фету та помідори оливковою олією. Усе добре посоліть та поперчіть. Сир можна посипати сумішшю італійських трав при бажанні.', 'Крок #4\\\\\\\\\\\\\\\\nЗапікайте все у духовці протягом 15 хв (залежно від товщини фети), поки сир не стане м’яким, а помідори трохи не потушкуються.', 'Крок #5\\\\\\\\\\\\\\\\nТим часом приготуйте макарони. Зваріть згідно з інструкцією на упаковці до стану аль денте і злийте воду.', 'Крок #6\\\\\\\\\\\\\\\\nВитягніть фету та помідори з духовки, трохи розімніть сир дерев’яною ложкою. Додайте у форму для запікання макарони та перемішайте разом з сиром і томатами. Зверху посипте подрібненим листям базиліку.']",https://harchi.info/recipe/zapechena-pasta-z-fetoyu-8198,"['помідори коктейльні', 'сир фета', 'макарони твердих сортів', 'часник зубчики', 'перець чилі', 'олія оливкова холодного віджиму', 'сіль', 'чорний перець', 'базилік']"
Брауні з авокадо,Десерт,В будь-який час,"['шоколад гіркий: 100гр.', 'олія кокосова: 60гр.', 'яйце куряче: 3шт.', 'авокадо: 1шт.', 'кокосовий цукор: 50гр.', ""кеш'ю: 25гр."", 'ванілін: 7гр.', 'молоко кокосове: 60мл.', 'борошно мигдальне: 150гр.', 'борошно кокосове: 30гр.', 'какао порошок: 45гр.', 'сіль: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nШоколад розтопіть на водяній бані. Окремо розтопіть кокосову олію, додайте до шоколаду.', 'Крок #2\\\\\\\\\\\\\\\\nЯйця збийте міксером разом з цукром до пухкості.', 'Крок #3\\\\\\\\\\\\\\\\nАвокадо наріжте на шматочки і перебийте блендером разом з кокосовим молоком.', 'Крок #4\\\\\\\\\\\\\\\\nЗмішайте шоколад, авокадо та яйця, ретельно перемішайте. Додайте ванілін, борошно та сіль, розмішайте вінчиком до однорідної консистенції.', 'Крок #5\\\\\\\\\\\\\\\\nВикладіть масу у змащену олією форму та випікайте протягом 25 хвилин при температурі 175 градусів.']",https://harchi.info/recipe/brauni-z-avokado-8180,"['шоколад гіркий', 'олія кокосова', 'яйце куряче', 'авокадо', 'кокосовий цукор', 'кешю', 'ванілін', 'молоко кокосове', 'борошно мигдальне', 'борошно кокосове', 'какао порошок', 'сіль']"
Шоколадні трюфелі,Десерт,В будь-який час,"['шоколад гіркий: 250гр.', 'вершки рідкі 30%: 90мл.', 'цукор: 70гр.', 'вода: 10л.', 'какао порошок: 50гр.']","['Крок #1\\\\\\\\\\\\\\\\nУ невеликій каструлі розігрійте цукор з водою до повного розчинення, дайте сиропу охолонути.', 'Крок #2\\\\\\\\\\\\\\\\nШоколад розтопіть на водяній бані.Змішайте з теплими вершками та охолодженим сиропом, перемішайте до отримання однорідної гладкої маси.', 'Крок #3\\\\\\\\\\\\\\\\nФормочки для шоколаду присипте какао. Викладіть масу. У якості прикраси посипте цукерки подрібненими горішками, цедрою або какао.', 'Крок #4\\\\\\\\\\\\\\\\nПоставте форму з цукерками у холодильник на ніч до повного застигання.']",https://harchi.info/recipe/shokoladni-tryufeli-8179,"['шоколад гіркий', 'вершки рідкі 30%', 'цукор', 'вода', 'какао порошок']"
Шоколадний мус,Десерт,В будь-який час,"['вершки рідкі 30%: 200мл.', 'шоколад гіркий: 150гр.', 'жовток курячий: 3шт.', 'цукрова пудра: 45гр.']","['Крок #1\\\\\\\\\\\\\\\\nШоколад розтопіть на водяній бані.', 'Крок #2\\\\\\\\\\\\\\\\nЖовтки збийте з цукровою пудрою міксером до отримання світлої пухкої маси.', 'Крок #3\\\\\\\\\\\\\\\\nХолодні вершки збийте, змішайте з жовтками, а потім з топленим шоколадом.', 'Крок #4\\\\\\\\\\\\\\\\nНа дно склянки чи креманки викладіть збиті вершки, зверху - шоколадний мус.', 'Крок #5\\\\\\\\\\\\\\\\nПоставте десерт у холодильник на пару годин до застигання. Прикрасьте при бажанні шоколадом, цукерками, солодкими трубочками.']",https://harchi.info/recipe/shokoladnyy-mus-8178,"['вершки рідкі 30%', 'шоколад гіркий', 'жовток курячий', 'цукрова пудра']"
Грудинка за рецептом Мао,Друга страва,В будь-який час,"['грудинка свиняча: 500гр.', 'олія кунжутна: 2ст. л.', 'цукор: 2ст. л.', 'вино рисове: 50мл.', 'соєвий соус: 3гр.', 'імбир корінь: 50гр.', 'бадьян: 2шт.', 'перець чилі сушений: 2шт.', 'кориця палички: 1шт.', 'сіль: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nГрудинку зваріть у киплячій підсоленій воді протягом 7-8 хв. Варену грудинку наріжте на бруски товщиною приблизно 2,5 см.', 'Крок #2\\\\\\\\\\\\\\\\nУ пательні розплавте цукор до консистенції карамелі. Викладіть грудинку та смажте її на сильному вогні, додавши трохи кунжутної олії. Потім додайте рисове вино, соєвий соус, паличку кориці, пару зірочок бадьяну, гострий перець і декілька шматочків свіжого імбиру.', 'Крок #3\\\\\\\\\\\\\\\\nЯкщо ви хочете додати страві ще більше смаку, на додачу до інших спецій можна взяти кілька шматочків цедри апельсину.', 'Крок #4\\\\\\\\\\\\\\\\nЗніміть пательню з вогню, додайте воду. Поставте варитися на середньому вогні приблизно на 40 хв. У кінці приготування збільшіть вогонь та виваріть соус до густої консистенції.', 'Крок #5\\\\\\\\\\\\\\\\nПодавайте страву у глибокій мисці, прикрасивши паличкою кориці та зеленню.']",https://harchi.info/recipe/grudynka-za-receptom-mao-8185,"['грудинка свиняча', 'олія кунжутна', 'цукор', 'вино рисове', 'соєвий соус', 'імбир корінь', 'бадьян', 'перець чилі сушений', 'кориця палички', 'сіль']"
Яловичина Веллінгтон,Друга страва,В будь-який час,"['вирізка яловича: 1кг.', 'олія рослинна: 50гр.', 'чебрець: 20гр.', 'часник: 1шт.', 'шампіньйони: 400гр.', 'бекон: 16шт.', 'гірчиця діжонська: 3ст. л.', 'тісто листкове: 500гр.', 'яйце куряче: 1шт.', 'сіль: 4гр.', 'чорний перець: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nЯловичину почистіть від зайвої плівки. Ретельно посоліть м’ясо з усіх боків. У розігріту з рослинною олією пательню викладіть нарізаний скибочками часник. Додайте пару гілочок чебрецю. Як тільки часник покриється скоринкою, заберіть його з пательні.', 'Крок #2\\\\\\\\\\\\\\\\nУ пательню з ароматною олією та чебрецем викладіть вирізку. Смажте з усіх боків до золотистої скоринки. Потім зніміть м’ясо з вогню та дайте йому трохи відпочити, змастивши гірчицею.', 'Крок #3\\\\\\\\\\\\\\\\nШампіньйони наріжте, а 3 зубчики часнику натріть на дрібній терці або почавіть. Посмажте гриби з часником у сухій пательні. Додайте сіль і перець та залишіть шампіньйони з часником на вогні, поки з пательні не випарується волога (приблизно 10 хв).', 'Крок #4\\\\\\\\\\\\\\\\nСмужки бекону розкладіть хрест-навхрест на розгорнутій харчовій плівці, формуючи щільну сітку. На бекон викладіть з пательні гриби рівномірним шаром. На край плівки з беконом вкладіть вирізку та загорніть її у щільний рулет зі смужок бекону з грибами. Отриманий рулет у харчовій плівці залишіть відпочити у холодильнику близько 30 хв.', 'Крок #5\\\\\\\\\\\\\\\\nЛисткове тісто розкачайте у прямокутний пласт. Витягніть вирізку у беконі та покладіть її на край, щільно загорніть у тісто так, щоб шов залишався знизу.', 'Крок #6\\\\\\\\\\\\\\\\nВикладіть Веллінгтон на пергамент, змастіть яєчним жовтком. Перекладіть на деко і відправте у розігріту до 180-200 градусів духовку на 25-30 хв.']",https://harchi.info/recipe/yalovychyna-vellington-8184,"['вирізка яловича', 'олія рослинна', 'чебрець', 'часник', 'шампіньйони', 'бекон', 'гірчиця діжонська', 'тісто листкове', 'яйце куряче', 'сіль', 'чорний перець']"
Бефстроганов з картопляним пюре,Друга страва,В будь-який час,"['вирізка яловича: 150гр.', 'ріпчаста цибуля: 40гр.', 'огірки солені: 40гр.', 'масло вершкове: 160гр.', 'зелень: 30гр.', 'картопля: 1кг.', 'молоко: 200мл.', 'гриби білі: 30гр.', 'томатна паста: 20гр.', 'сметана: 30гр.', 'вершки рідкі 33%: 120гр.', 'сіль: 4гр.', 'чорний перець: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nНаріжте яловичину товстими скибочками, потім - соломкою. Цибулю наріжте півколами.', 'Крок #2\\\\\\\\\\\\\\\\nБілі гриби зваріть протягом 15 хвилин після закипання води та наріжте на шматочки. Подрібніть часник.', 'Крок #3\\\\\\\\\\\\\\\\nРозігрійте пательню, додайте вершкове масло, трохи рослинної олії, щоб вершкове не пригорало. Посмажте цибулю. Додайте яловичину. Коли вона посмажиться, додайте нарізані білі гриби, чайну ложку томатної пасти та столову ложку сметани. Залийте жирними вершками. Посоліть і вимкніть вогонь. Залишіть страву потомитися.', 'Крок #4\\\\\\\\\\\\\\\\nПочистіть картоплю, наріжте на рівні шматки. Залийте холодною водою, додайте сіль і перець за смаком, зваріть. Злийте воду і знову поставте картоплю на вогонь, щоб зайва рідина випарувалася. Розімніть картоплю. Розігрійте молоко та вершкове масло у сотейнику та додайте в картоплю. Перемішайте.', 'Крок #5\\\\\\\\\\\\\\\\nВикладіть на тарілку пюре, додайте бефстроганов. Прикрасьте страву нарізаним соленим огірком та подрібненою свіжою петрушкою.']",https://harchi.info/recipe/befstroganov-z-kartoplyanym-pyure-8183,"['вирізка яловича', 'ріпчаста цибуля', 'огірки солені', 'масло вершкове', 'зелень', 'картопля', 'молоко', 'гриби білі', 'томатна паста', 'сметана', 'вершки рідкі 33%', 'сіль', 'чорний перець']"
Зелений цезар з авокадо,Салат,В будь-який час,"['бейбі романо: 35гр.', 'рукола: 15гр.', 'авокадо: 160гр.', 'насіння: 15гр.', 'олія оливкова: 20гр.', 'сік лимонний: 5гр.', 'сіль: 4гр.', 'чорний перець: 4гр.', 'фреш з романо: 10гр.', 'крес-салат: 5гр.', 'мигдаль: 10гр.']","['Крок #1\\\\\\\\\\\\\\\\nАвокадо заправте оливковою олією, додайте сіль, перець, сік лимону і розімніть до консистенції пюре, потім додайте насіння.', 'Крок #2\\\\\\\\\\\\\\\\nВикладіть листя бейбі романо, руколу, зверху додайте пюре з авокадо, полийте фрешем з романо, прикрасьте насінням та крес-салатом.', 'Крок #3\\\\\\\\\\\\\\\\nМигдаль натріть на дрібній терці та посипте горіхами салат.']",https://harchi.info/recipe/zelenyy-cezar-z-avokado-8182,"['бейбі романо', 'рукола', 'авокадо', 'насіння', 'олія оливкова', 'сік лимонний', 'сіль', 'чорний перець', 'фреш з романо', 'крес-салат', 'мигдаль']"
Мідії в томатно-вершковому соусі на основі бешамель,Друга страва,В будь-який час,"['мідії варено-морожені: 1кг.', 'вершки рідкі 30%: 210мл.', 'молоко: 290мл.', 'масло вершкове: 30гр.', 'борошно пшеничне: 40гр.', 'вино біле сухе: 35мл.', ""риб'ячий соус: 50гр."", 'помідори у власному соці: 550гр.', 'базилік: 10гр.', 'консервовані каперси: 20гр.', 'сіль: 4гр.', 'чорний перець: 4гр.', 'зелень: 20гр.', 'тости з пшеничного хліба: 4шт.']","['Крок #1\\\\\\\\\\\\\\\\nСпочатку приготуйте соус бешамель, який буде основою для томатного соусу. Головне - щоб соус був густий, однорідної консистенції та без грудочок борошна. Для цього візьміть вершкове масло, розтопіть його та змішайте з борошном. Постійно помішуючи масу, додайте молоко тонкою цівкою, розмішайте, щоб не утворювалися грудочки, потім додайте вершки, сіль і спеції за смаком. Вершки краще брати жирні, від 20% - так соус буде смачнішим.', 'Крок #2\\\\\\\\\\\\\\\\nТепер приготуйте томатний соус. Для цього помідори у власному соці подрібніть у блендері до однорідної маси. Потім у каструлі трохи випаруйте біле вино, додайте подрібнені томати, соус бешамель і рибячий соус. Доведіть до кипіння., Крок #3\\\\\\\\\\\\\\\\nКоли соус закипить, додайте у нього розморожені мідії, крупно нарізане листя базиліку та каперси, прогрійте, щоб смаки об’єднались.', 'Крок #4\\\\\\\\\\\\\\\\nМідії краще їсти одразу після приготування. Страву добре доповнить м’який хліб з хрусткою скоринкою, який можна вмочувати у соус.']",https://harchi.info/recipe/midiyi-v-tomatno-vershkovomu-sousi-na-osnovi-beshamel-8181,"['мідії варено-морожені', 'вершки рідкі 30%', 'молоко', 'масло вершкове', 'борошно пшеничне', 'вино біле сухе', 'рибячий соус', 'помідори у власному соці', 'базилік', 'консервовані каперси', 'сіль', 'чорний перець', 'зелень', 'тости з пшеничного хліба']"
"Семфіредо з меренгою, абрикосом, полуницею та страчателлою",Десерт,В будь-який час,"['курага: 50гр.', 'чорнослив: 50гр.', 'ожина: 100гр.', 'полуниця: 100гр.', 'білок курячий: 200гр.', 'цукор: 450гр.', 'крохмаль кукурудзяний: 40гр.', 'мигдалеві пластівці: 40гр.', 'винний оцет білий: 200мл.', 'жовток курячий: 160гр.', 'вершки рідкі: 500гр.', 'лікер: 10гр.', 'сир страчателла: 50гр.', ""м'ята: 1гр.""]","['Крок #1\\\\\\\\\\\\\\\\nГотуємо меренгу. Білок і 300 г цукру збиваємо міксером до утворення піни. Додаємо крохмаль та винний оцет. Додаємо пелюстки мигдалю. Викладаємо масу на деко тонким шаром і випікаємо 40 хв при температурі 150 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nГотуємо соус. 150 г цукру та жовток ставимо на вогонь і розігріваємо протягом 10-15 хв. Вимикаємо вогонь. Окремо збиваємо вершки, додаємо лікер та готовий соус кімнатної температури.', 'Крок #3\\\\\\\\\\\\\\\\nГотову меренгу ламаємо на шматки. Викладаємо у соус разом з курагою, чорносливом, ожиною та полуницею. Змішуємо та ставимо у морозилку на 2 години.', 'Крок #4\\\\\\\\\\\\\\\\nРозрізаємо на шматки по 100 г. При подачі викладаємо порцію на тарілку, додаємо страчателлу та ягоди з м’ятою.']",https://harchi.info/recipe/semfiredo-z-merengoyu-abrykosom-polunyceyu-ta-strachatelloyu-8166,"['курага', 'чорнослив', 'ожина', 'полуниця', 'білок курячий', 'цукор', 'крохмаль кукурудзяний', 'мигдалеві пластівці', 'винний оцет білий', 'жовток курячий', 'вершки рідкі', 'лікер', 'сир страчателла', 'мята']"
Павлова зі свіжими ягодами,Десерт,В будь-який час,"['морозиво ванільне: 50гр.', 'лохина: 200гр.', 'полуниця: 150гр.', 'малинове пюре: 50гр.', 'білок курячий: 200гр.', 'цукрова пудра: 300гр.', 'молоко: 500гр.', 'вершки рідкі 33%: 500гр.', 'цукор: 300гр.', 'яйце куряче: 2шт.', 'ванільний стручок: 1гр.', 'борошно пшеничне: 120гр.', 'масло вершкове: 100гр.', 'сир маскарпоне: 500гр.']","['Крок #1\\\\\\\\\\\\\\\\nГотуємо безе. Збиваємо білок і цукрову пудру міксером до утворення піни. Заливаємо всю масу у кондитерський мішок і викладаємо по 50 г на деко. Ставимо у духовку та запікаємо 2 години при температурі 130 г.', 'Крок #2\\\\\\\\\\\\\\\\nГотуємо заварний крем. Молоко, вершки, цукор, яйце, ваніль, борошно ставимо на вогонь та помішуємо до загуснення протягом 10-15 хвилин. Вимикаємо вогонь і додаємо вершкове масло. Перемішуємо.', 'Крок #3\\\\\\\\\\\\\\\\n250 г заварного крему змішуємо з маскарпоне. Заливаємо масу в кондитерський мішок.', 'Крок #4\\\\\\\\\\\\\\\\nДля подачі беремо порцію безе, викладаємо на тарілку. Додаємо кульку морозива, заливаємо кремом і малиновим соусом. Прикрашаємо ягодами - полуницею та лохиною.']",https://harchi.info/recipe/pavlova-zi-svizhymy-yagodamy-8165,"['морозиво ванільне', 'лохина', 'полуниця', 'малинове пюре', 'білок курячий', 'цукрова пудра', 'молоко', 'вершки рідкі 33%', 'цукор', 'яйце куряче', 'ванільний стручок', 'борошно пшеничне', 'масло вершкове', 'сир маскарпоне']"
Панакота зі свіжими ягодами,Десерт,В будь-який час,"['молоко: 500гр.', 'цукор: 130гр.', 'желатин листовий: 20гр.', 'ванільний стручок: 2гр.', 'вершки рідкі 33%: 500гр.', 'малинове пюре: 30гр.', 'лохина: 20гр.', 'полуниця: 30гр.', ""м'ята: 2гр.""]","['Крок #1\\\\\\\\\\\\\\\\nМолоко, 125 г цукру, ваніль та вершки прогріваємо, додаємо желатин і розливаємо у форми.', 'Крок #2\\\\\\\\\\\\\\\\nСтавимо у холодильник на 4-5 годин.', 'Крок #3\\\\\\\\\\\\\\\\nДля соусу збиваємо малинове пюре з 5 г цукру.', 'Крок #4\\\\\\\\\\\\\\\\nПісля витягаємо панакоту з форм, викладаємо на тарілку, заливаємо соусом і прикрашаємо ягодами.']",https://harchi.info/recipe/panakota-zi-svizhymy-yagodamy-8164,"['молоко', 'цукор', 'желатин листовий', 'ванільний стручок', 'вершки рідкі 33%', 'малинове пюре', 'лохина', 'полуниця', 'мята']"
Мигдалеві сирники,Десерт,В будь-який час,"['сир домашній 9%: 250гр.', 'борошно мигдальне: 35гр.', 'борошно пшеничне: 25гр.', 'цукор: 15гр.', 'сіль: 1гр.', 'яйце куряче: 1шт.', 'вершки рідкі 33%: 250гр.', 'кефір: 20гр.', 'апельсин: 1шт.', 'мандарин: 3шт.', 'лимон: 1шт.', 'мед: 5гр.', 'сіль: 1гр.']","['Крок #1\\\\\\\\\\\\\\\\nСир, 2 види борошна, цукор і сіль ретельно перемішайте, додайте яйце та знову перемішайте. Накрийте плівкою та поставте у холодильник на 8 год. Потім знову перемішайте та сформуйте сирники по 70-80 г кожний. Трохи присипте пшеничним або рисовим борошном.', 'Крок #2\\\\\\\\\\\\\\\\nДля приготування крем-фрешу змішайте вершки та кефір кімнатної температури, залишіть настоюватися на столі протягом 4-6 год. Потім приберіть у холодильник на 12-16 год.', 'Крок #3\\\\\\\\\\\\\\\\nЗ чистих сухих цитрусових змініть цедру за допомогою дрібної терки, вичавіть сік і процідіть через сито. У сотейнику на невеликому вогні виваріть сік на ⅔ об’єму. Додайте мед, сіль, охолодіть. Холодний випарений сік змішайте з основою крем-фрешу та цедрою цитрусових.', 'Крок #4\\\\\\\\\\\\\\\\nСирники посмажте на пательні або запечіть.', 'Крок #5\\\\\\\\\\\\\\\\nПодавайте сирники з цитрусовим крем-фрешем або з улюбленим варенням.']",https://harchi.info/recipe/mygdalevi-syrnyky-8169,"['сир домашній 9%', 'борошно мигдальне', 'борошно пшеничне', 'цукор', 'сіль', 'яйце куряче', 'вершки рідкі 33%', 'кефір', 'апельсин', 'мандарин', 'лимон', 'мед', 'сіль']"
Смажені яйця з кальмаром і чімічуррі,Друга страва,Сніданок,"['кальмар: 80гр.', 'шпинат: 50гр.', 'яйце куряче: 2шт.', 'петрушка: 110гр.', 'кінза: 30гр.', 'часник: 20гр.', 'паприка сушена: 5гр.', 'винний оцет червоний: 10гр.', 'олія оливкова: 250гр.', 'червона цибуля: 100гр.', 'солодкий перець: 60гр.', 'борошно мигдальне: 15гр.', 'херес: 10гр.', 'соус ворчестер: 10гр.']","['Крок #1\\\\\\\\\\\\\\\\nСпочатку готуємо чімічуррі. 100 г петрушки, 200 г оливкової олії, червоний винний оцет, червону цибулю додайте у блендер і перебийте до однорідної консистенції.', 'Крок #2\\\\\\\\\\\\\\\\nТепер готуємо соус ромеско. Солодкий перець, мигдалеве борошно, 10 г петрушки, херес, 10 г часнику, ворчестер і 50 мл оливкової олії викладіть у блендер і також перебийте до однорідної консистенції.', 'Крок #3\\\\\\\\\\\\\\\\nПочистіть кальмар від зовнішньої плівки, посмажте у вершковому маслі протягом 2 хв. У окремій пательні посмажте яйця та шпинат.', 'Крок #4\\\\\\\\\\\\\\\\nВикладіть яйця і кальмар на тарілку, додайте обидва соуси.']",https://harchi.info/recipe/smazheni-yaycya-z-kalmarom-i-chimichurri-8168,"['кальмар', 'шпинат', 'яйце куряче', 'петрушка', 'кінза', 'часник', 'паприка сушена', 'винний оцет червоний', 'олія оливкова', 'червона цибуля', 'солодкий перець', 'борошно мигдальне', 'херес', 'соус ворчестер']"
